filePath,平均速度,平均行驶速度,平均加速度,平均减速度,怠速时间比,加速时间比,减速时间比,速度标准差,加速度标准差
processed_data/file1_fragments/fragment602.csv,15.77,22.90,1.88,-2.00,0.08,0.47,0.44,9.96,2.73
processed_data/file1_fragments/fragment603.csv,19.26,21.04,1.20,-1.27,0.07,0.47,0.44,6.99,1.77
processed_data/file1_fragments/fragment604.csv,12.03,14.05,1.43,-1.09,0.04,0.39,0.51,4.36,2.38
processed_data/file1_fragments/fragment605.csv,13.42,22.56,1.67,-1.76,0.37,0.31,0.30,11.81,1.96
processed_data/file1_fragments/fragment606.csv,36.02,40.08,3.69,-1.85,0.05,0.33,0.65,15.50,6.97
processed_data/file1_fragments/fragment607.csv,18.12,30.98,2.16,-3.32,0.35,0.42,0.27,16.54,2.83
processed_data/file1_fragments/fragment608.csv,4.25,17.14,2.08,-1.43,0.60,0.17,0.24,6.66,1.46
processed_data/file1_fragments/fragment609.csv,24.78,45.80,1.39,-1.49,0.35,0.31,0.29,24.74,1.73
processed_data/file1_fragments/fragment610.csv,34.03,40.55,1.85,-1.85,0.11,0.41,0.41,17.77,4.16
processed_data/file1_fragments/fragment611.csv,34.22,37.87,1.28,-2.33,0.05,0.62,0.34,14.80,2.64
processed_data/file1_fragments/fragment612.csv,0.36,nan,1.05,-2.10,0.75,0.18,0.09,0.81,0.92
processed_data/file1_fragments/fragment613.csv,44.28,56.89,1.17,-1.33,0.07,0.47,0.41,30.86,1.79
processed_data/file1_fragments/fragment614.csv,0.20,nan,1.40,-1.40,0.86,0.17,0.17,0.53,0.89
processed_data/file1_fragments/fragment615.csv,21.88,24.53,1.41,-1.69,0.03,0.49,0.41,10.58,2.24
processed_data/file1_fragments/fragment616.csv,4.26,11.48,1.76,-2.51,0.47,0.34,0.24,4.79,2.23
processed_data/file1_fragments/fragment617.csv,5.75,12.55,1.27,-1.41,0.20,0.41,0.37,4.81,1.56
processed_data/file1_fragments/fragment618.csv,1.89,nan,2.35,-2.35,0.72,0.14,0.14,3.37,1.43
processed_data/file1_fragments/fragment619.csv,0.60,nan,1.25,-1.67,0.79,0.15,0.11,1.29,1.04
processed_data/file1_fragments/fragment620.csv,6.14,17.23,4.05,-0.93,0.62,0.07,0.29,8.35,2.33
processed_data/file1_fragments/fragment621.csv,1.31,nan,0.74,-0.74,0.33,0.29,0.29,1.39,0.88
processed_data/file1_fragments/fragment622.csv,14.49,19.09,1.45,-2.37,0.14,0.51,0.31,8.43,2.08
processed_data/file1_fragments/fragment623.csv,51.57,55.23,1.22,-1.22,0.03,0.46,0.46,21.88,2.20
processed_data/file1_fragments/fragment624.csv,46.69,48.37,0.84,-0.99,0.03,0.47,0.40,13.50,2.93
processed_data/file1_fragments/fragment625.csv,2.78,18.19,1.03,-1.82,0.81,0.12,0.07,6.49,0.70
processed_data/file1_fragments/fragment626.csv,28.51,40.87,0.85,-1.53,0.29,0.42,0.23,20.38,1.34
processed_data/file1_fragments/fragment627.csv,0.05,nan,0.20,-0.20,0.75,0.33,0.33,0.10,0.20
processed_data/file1_fragments/fragment628.csv,6.09,17.15,1.22,-3.49,0.45,0.43,0.15,7.75,1.91
processed_data/file1_fragments/fragment629.csv,17.08,34.30,1.47,-4.56,0.47,0.40,0.13,20.01,4.66
processed_data/file1_fragments/fragment630.csv,38.94,43.91,0.99,-1.19,0.05,0.49,0.40,18.53,1.76
processed_data/file1_fragments/fragment631.csv,0.09,nan,1.60,-1.60,0.94,0.06,0.06,0.39,0.58
processed_data/file1_fragments/fragment632.csv,6.86,11.15,0.79,-0.64,0.16,0.36,0.44,3.72,0.86
processed_data/file1_fragments/fragment633.csv,0.56,nan,1.50,-1.50,0.62,0.14,0.14,0.78,0.87
processed_data/file1_fragments/fragment634.csv,0.02,nan,0.20,-0.20,0.89,0.12,0.12,0.07,0.11
processed_data/file1_fragments/fragment635.csv,4.00,10.66,1.92,-0.82,0.29,0.22,0.52,4.09,1.77
processed_data/file1_fragments/fragment636.csv,0.62,nan,0.80,-1.60,0.60,0.50,0.25,0.85,1.27
processed_data/file1_fragments/fragment637.csv,56.99,60.02,1.18,-1.41,0.03,0.50,0.42,19.63,2.81
processed_data/file1_fragments/fragment638.csv,43.73,50.62,1.13,-1.25,0.08,0.46,0.42,20.70,1.61
processed_data/file1_fragments/fragment639.csv,24.39,37.52,2.16,-3.57,0.30,0.45,0.27,21.43,3.32
processed_data/file1_fragments/fragment640.csv,27.38,37.96,1.20,-1.88,0.26,0.42,0.27,20.31,1.86
processed_data/file1_fragments/fragment641.csv,24.19,26.96,2.07,-1.84,0.04,0.44,0.50,10.01,4.22
processed_data/file1_fragments/fragment642.csv,14.49,21.08,1.49,-1.80,0.26,0.40,0.33,11.21,1.91
processed_data/file1_fragments/fragment643.csv,6.98,30.76,1.60,-2.36,0.76,0.14,0.10,13.39,1.31
processed_data/file1_fragments/fragment644.csv,26.58,31.68,2.06,-2.75,0.09,0.52,0.39,13.57,3.53
processed_data/file1_fragments/fragment645.csv,21.03,31.87,1.72,-1.72,0.30,0.35,0.35,15.92,1.98
processed_data/file1_fragments/fragment646.csv,37.18,41.04,1.21,-1.85,0.05,0.53,0.35,15.65,1.91
processed_data/file1_fragments/fragment647.csv,14.80,21.93,2.36,-1.89,0.22,0.34,0.42,11.46,2.68
processed_data/file1_fragments/fragment648.csv,0.05,nan,0.20,-0.20,0.75,0.33,0.33,0.10,0.20
processed_data/file1_fragments/fragment649.csv,20.75,22.29,1.83,-2.11,0.03,0.52,0.45,7.86,4.02
processed_data/file1_fragments/fragment650.csv,29.67,33.29,0.92,-1.42,0.05,0.53,0.34,12.27,2.31
processed_data/file1_fragments/fragment651.csv,12.29,21.94,1.18,-2.61,0.36,0.43,0.20,11.24,1.88
processed_data/file1_fragments/fragment652.csv,24.39,29.48,1.28,-1.78,0.13,0.48,0.34,14.95,1.85
processed_data/file1_fragments/fragment653.csv,5.97,18.57,1.70,-1.56,0.52,0.23,0.25,8.48,1.46
processed_data/file1_fragments/fragment654.csv,20.02,30.81,2.24,-2.35,0.28,0.38,0.36,16.24,2.38
processed_data/file1_fragments/fragment655.csv,21.99,25.39,1.55,-2.05,0.09,0.50,0.38,11.05,2.43
processed_data/file1_fragments/fragment656.csv,0.06,nan,0.10,-0.20,0.60,0.50,0.25,0.09,0.14
processed_data/file1_fragments/fragment657.csv,0.06,nan,0.40,-0.40,0.86,0.17,0.17,0.15,0.25
processed_data/file1_fragments/fragment658.csv,1.70,nan,1.93,-2.90,0.50,0.43,0.29,2.55,2.80
processed_data/file1_fragments/fragment659.csv,25.36,26.58,1.26,-1.37,0.03,0.48,0.45,8.93,1.89
processed_data/file1_fragments/fragment660.csv,25.70,27.62,1.64,-2.17,0.01,0.52,0.39,11.42,3.47
processed_data/file1_fragments/fragment661.csv,14.29,19.63,2.21,-1.24,0.13,0.31,0.56,8.78,2.20
processed_data/file1_fragments/fragment662.csv,0.16,nan,0.50,-0.17,0.58,0.09,0.27,0.22,0.19
processed_data/file1_fragments/fragment663.csv,1.46,nan,1.48,-0.84,0.33,0.29,0.50,1.41,1.40
processed_data/file1_fragments/fragment664.csv,4.23,13.91,1.45,-1.80,0.64,0.20,0.16,6.27,1.29
processed_data/file1_fragments/fragment665.csv,24.05,26.09,1.16,-1.36,0.03,0.51,0.44,10.42,1.65
processed_data/file1_fragments/fragment666.csv,0.03,nan,1.50,-1.50,0.98,0.02,0.02,0.22,0.32
processed_data/file1_fragments/fragment667.csv,15.76,20.22,0.95,-0.98,0.18,0.39,0.37,8.57,1.13
processed_data/file1_fragments/fragment668.csv,31.33,32.34,2.26,-2.11,0.03,0.44,0.48,7.89,5.48
processed_data/file1_fragments/fragment669.csv,0.04,nan,1.40,-1.40,0.97,0.03,0.03,0.23,0.34
processed_data/file1_fragments/fragment670.csv,0.13,nan,2.10,-2.10,0.94,0.07,0.07,0.53,0.79
processed_data/file1_fragments/fragment671.csv,24.93,28.84,1.66,-2.20,0.09,0.51,0.38,12.03,2.60
processed_data/file1_fragments/fragment672.csv,17.25,21.68,1.56,-1.80,0.10,0.50,0.43,9.53,2.11
processed_data/file1_fragments/fragment673.csv,0.22,nan,1.20,-2.40,0.83,0.18,0.09,0.69,1.03
processed_data/file1_fragments/fragment674.csv,19.73,21.60,1.51,-1.83,0.04,0.52,0.43,8.59,2.55
processed_data/file1_fragments/fragment675.csv,8.97,16.42,1.97,-1.97,0.38,0.33,0.33,8.15,2.06
processed_data/file1_fragments/fragment676.csv,14.56,18.74,1.85,-1.47,0.06,0.41,0.52,8.04,2.59
processed_data/file1_fragments/fragment677.csv,0.18,nan,5.20,-5.20,0.97,0.04,0.04,0.97,1.42
processed_data/file1_fragments/fragment678.csv,16.09,19.58,1.97,-1.97,0.06,0.46,0.46,8.35,2.44
processed_data/file1_fragments/fragment679.csv,9.10,25.90,2.16,-1.55,0.60,0.16,0.22,12.78,2.31
processed_data/file1_fragments/fragment680.csv,11.50,26.31,1.80,-1.25,0.53,0.18,0.27,14.08,1.28
processed_data/file1_fragments/fragment681.csv,21.09,25.20,1.60,-1.47,0.07,0.42,0.46,11.75,2.01
processed_data/file1_fragments/fragment682.csv,0.36,nan,2.60,-0.52,0.85,0.02,0.11,0.87,0.50
processed_data/file1_fragments/fragment683.csv,12.82,18.63,1.73,-1.26,0.05,0.41,0.56,7.86,2.07
processed_data/file1_fragments/fragment684.csv,18.89,27.04,2.42,-1.21,0.03,0.29,0.59,12.86,3.52
processed_data/file1_fragments/fragment685.csv,0.80,nan,2.10,-1.05,0.60,0.25,0.50,1.10,1.64
processed_data/file1_fragments/fragment686.csv,4.01,11.90,2.17,-1.62,0.33,0.26,0.35,4.72,1.68
processed_data/file1_fragments/fragment687.csv,2.53,nan,1.36,-1.02,0.29,0.27,0.36,2.82,1.24
processed_data/file1_fragments/fragment688.csv,0.27,nan,0.80,-0.80,0.67,0.50,0.50,0.46,1.13
processed_data/file1_fragments/fragment689.csv,0.41,nan,2.20,-0.73,0.79,0.08,0.23,0.82,0.78
processed_data/file1_fragments/fragment690.csv,0.63,nan,1.15,-1.15,0.70,0.22,0.22,1.02,1.02
processed_data/file1_fragments/fragment691.csv,10.84,20.87,1.17,-1.22,0.38,0.30,0.28,10.31,1.34
processed_data/file1_fragments/fragment692.csv,7.17,21.50,21.50,-21.50,0.67,0.50,0.50,12.41,30.41
processed_data/file1_fragments/fragment693.csv,6.51,17.60,3.86,-1.58,0.55,0.14,0.33,8.52,3.32
processed_data/file1_fragments/fragment694.csv,0.17,nan,0.85,-1.70,0.89,0.12,0.06,0.50,0.56
processed_data/file1_fragments/fragment695.csv,10.47,22.83,1.34,-1.19,0.47,0.24,0.27,11.88,1.15
processed_data/file1_fragments/fragment696.csv,0.09,nan,0.10,-0.20,0.50,0.29,0.14,0.10,0.10
processed_data/file1_fragments/fragment697.csv,17.04,21.65,1.28,-1.17,0.15,0.38,0.42,9.38,1.82
processed_data/file1_fragments/fragment698.csv,17.16,28.10,1.49,-2.01,0.32,0.36,0.26,14.67,2.00
processed_data/file1_fragments/fragment699.csv,10.62,15.97,4.98,-2.49,0.13,0.29,0.57,7.04,5.44
processed_data/file1_fragments/fragment700.csv,18.24,27.91,3.41,-2.27,0.17,0.36,0.54,13.38,5.69
processed_data/file1_fragments/fragment701.csv,5.66,14.32,3.12,-3.90,0.47,0.36,0.29,6.31,3.17
processed_data/file1_fragments/fragment702.csv,16.87,24.17,1.65,-2.48,0.18,0.49,0.32,11.44,2.55
processed_data/file1_fragments/fragment703.csv,16.34,22.50,1.12,-1.29,0.21,0.39,0.34,11.16,1.51
processed_data/file1_fragments/fragment704.csv,14.17,16.21,1.10,-1.17,0.01,0.47,0.44,5.47,1.71
processed_data/file1_fragments/fragment705.csv,2.61,nan,1.07,-2.13,0.38,0.50,0.25,2.62,1.87
processed_data/file1_fragments/fragment706.csv,17.52,20.23,2.82,-2.63,0.12,0.38,0.40,8.27,3.50
processed_data/file1_fragments/fragment707.csv,16.06,19.08,1.55,-0.88,0.08,0.32,0.57,8.04,1.61
processed_data/file1_fragments/fragment708.csv,12.33,24.82,1.53,-1.99,0.47,0.28,0.21,13.06,1.61
processed_data/file1_fragments/fragment709.csv,5.84,23.44,1.86,-33.40,0.74,0.26,0.01,10.70,4.26
processed_data/file1_fragments/fragment710.csv,14.22,30.88,1.28,-2.76,0.52,0.32,0.15,16.92,2.82
processed_data/file1_fragments/fragment711.csv,28.40,32.25,1.12,-1.39,0.06,0.50,0.40,13.82,1.71
processed_data/file1_fragments/fragment712.csv,3.67,nan,1.58,-1.58,0.29,0.38,0.38,2.86,2.31
processed_data/file1_fragments/fragment713.csv,2.70,12.81,2.15,-1.23,0.65,0.13,0.22,4.58,1.27
processed_data/file1_fragments/fragment714.csv,3.90,nan,0.96,-0.61,0.12,0.38,0.58,2.02,1.00
processed_data/file1_fragments/fragment715.csv,29.27,38.17,1.03,-1.65,0.20,0.46,0.29,20.63,1.61
processed_data/file1_fragments/fragment716.csv,0.17,nan,1.65,-3.30,0.94,0.06,0.03,0.69,0.73
processed_data/file1_fragments/fragment717.csv,0.03,nan,0.10,-0.10,0.71,0.17,0.17,0.05,0.06
processed_data/file1_fragments/fragment718.csv,25.96,28.55,1.12,-1.57,0.03,0.54,0.39,10.08,2.11
processed_data/file1_fragments/fragment719.csv,29.66,38.24,1.30,-1.52,0.21,0.41,0.35,17.95,1.83
processed_data/file1_fragments/fragment720.csv,0.49,nan,1.05,-0.53,0.72,0.12,0.24,0.82,0.55
processed_data/file1_fragments/fragment721.csv,43.66,48.47,1.52,-3.40,0.10,0.59,0.26,19.72,6.68
processed_data/file1_fragments/fragment722.csv,22.33,28.38,1.38,-1.54,0.15,0.41,0.37,13.63,1.73
processed_data/file1_fragments/fragment723.csv,2.49,10.70,5.60,-2.80,0.72,0.12,0.24,4.34,3.07
processed_data/file1_fragments/fragment724.csv,8.29,12.87,1.71,-1.57,0.24,0.30,0.32,6.11,2.24
processed_data/file1_fragments/fragment725.csv,14.49,28.62,2.29,-4.07,0.40,0.38,0.21,15.34,3.25
processed_data/file1_fragments/fragment726.csv,6.37,13.80,1.58,-1.70,0.37,0.33,0.31,5.87,1.83
processed_data/file1_fragments/fragment727.csv,6.76,19.28,1.15,-1.72,0.64,0.21,0.14,9.43,1.26
processed_data/file1_fragments/fragment728.csv,0.04,nan,0.10,-0.10,0.60,0.25,0.25,0.05,0.08
processed_data/file1_fragments/fragment729.csv,17.46,25.24,1.50,-1.91,0.18,0.47,0.37,12.14,2.40
processed_data/file1_fragments/fragment730.csv,13.02,16.63,1.43,-1.87,0.08,0.48,0.37,6.73,2.26
processed_data/file1_fragments/fragment731.csv,23.31,26.98,2.00,-1.84,0.09,0.42,0.46,11.70,2.48
processed_data/file1_fragments/fragment732.csv,6.03,11.01,1.48,-2.14,0.30,0.45,0.31,4.44,2.35
processed_data/file1_fragments/fragment733.csv,16.35,19.13,1.11,-2.23,0.12,0.59,0.29,7.78,2.72
processed_data/file1_fragments/fragment734.csv,20.51,23.41,1.26,-1.90,0.07,0.56,0.38,11.75,1.93
processed_data/file1_fragments/fragment735.csv,0.51,nan,2.90,-0.58,0.76,0.05,0.25,0.98,0.77
processed_data/file1_fragments/fragment736.csv,1.18,nan,1.50,-1.00,0.50,0.29,0.43,1.34,1.41
processed_data/file1_fragments/fragment737.csv,28.23,31.81,1.16,-1.94,0.04,0.56,0.34,12.90,2.03
processed_data/file1_fragments/fragment738.csv,18.06,25.14,1.46,-4.37,0.24,0.54,0.18,13.91,4.22
processed_data/file1_fragments/fragment739.csv,18.06,25.26,1.42,-1.34,0.23,0.35,0.38,13.01,1.55
processed_data/file1_fragments/fragment740.csv,17.44,20.13,1.21,-1.41,0.04,0.50,0.43,6.62,1.74
processed_data/file1_fragments/fragment741.csv,21.93,28.77,1.39,-1.87,0.08,0.51,0.38,13.88,2.08
processed_data/file1_fragments/fragment742.csv,8.64,27.73,1.73,-2.85,0.66,0.22,0.13,13.41,1.67
processed_data/file1_fragments/fragment743.csv,5.16,14.24,2.03,-0.89,0.47,0.17,0.38,6.32,1.33
processed_data/file1_fragments/fragment744.csv,0.25,nan,0.57,-1.70,0.84,0.08,0.03,0.58,0.38
processed_data/file1_fragments/fragment745.csv,3.31,13.62,2.16,-2.40,0.74,0.15,0.13,5.86,1.69
processed_data/file1_fragments/fragment746.csv,0.03,nan,0.10,-0.10,0.75,0.33,0.33,0.05,0.10
processed_data/file1_fragments/fragment747.csv,20.25,26.08,1.51,-1.70,0.15,0.43,0.38,12.61,1.95
processed_data/file1_fragments/fragment748.csv,3.91,12.01,1.12,-1.32,0.47,0.30,0.25,5.07,1.30
processed_data/file1_fragments/fragment749.csv,5.84,15.55,1.33,-1.32,0.34,0.33,0.33,6.15,1.51
processed_data/file1_fragments/fragment750.csv,7.20,17.05,2.81,-1.52,0.13,0.32,0.59,7.53,4.38
processed_data/file1_fragments/fragment751.csv,9.89,19.36,1.56,-2.66,0.28,0.42,0.25,9.57,2.91
processed_data/file1_fragments/fragment752.csv,6.60,15.08,0.91,-1.33,0.33,0.39,0.27,6.24,1.38
processed_data/file1_fragments/fragment753.csv,12.76,22.97,1.42,-2.15,0.42,0.33,0.22,13.46,1.86
processed_data/file1_fragments/fragment754.csv,20.56,27.60,1.33,-2.84,0.17,0.55,0.26,13.34,2.84
processed_data/file1_fragments/fragment755.csv,5.71,12.34,1.68,-1.12,0.49,0.19,0.29,6.08,1.52
processed_data/file1_fragments/fragment756.csv,1.10,12.18,1.70,-2.72,0.88,0.07,0.05,3.21,0.98
processed_data/file1_fragments/fragment757.csv,1.99,nan,1.17,-1.00,0.61,0.20,0.23,2.69,0.94
processed_data/file1_fragments/fragment758.csv,32.08,36.86,1.24,-1.37,0.10,0.44,0.40,13.91,2.89
processed_data/file1_fragments/fragment759.csv,0.90,14.77,2.49,-17.40,0.90,0.10,0.01,3.21,2.25
processed_data/file1_fragments/fragment760.csv,1.12,13.40,13.40,-13.40,0.92,0.09,0.09,3.87,5.99
processed_data/file1_fragments/fragment761.csv,2.01,nan,0.81,-0.90,0.50,0.23,0.21,2.26,0.83
processed_data/file1_fragments/fragment762.csv,5.12,12.76,2.53,-2.81,0.17,0.43,0.39,5.04,3.51
processed_data/file1_fragments/fragment763.csv,14.32,17.56,1.69,-1.69,0.08,0.47,0.47,7.20,2.39
processed_data/file1_fragments/fragment764.csv,0.53,nan,2.10,-2.10,0.75,0.33,0.33,1.05,2.10
processed_data/file1_fragments/fragment765.csv,25.80,29.81,1.89,-1.68,0.03,0.42,0.47,13.41,3.93
processed_data/file1_fragments/fragment766.csv,25.67,35.31,1.96,-1.52,0.24,0.31,0.40,16.69,4.14
processed_data/file1_fragments/fragment767.csv,0.57,nan,1.85,-1.85,0.82,0.12,0.12,1.29,1.15
processed_data/file1_fragments/fragment768.csv,18.98,28.27,1.48,-2.27,0.29,0.41,0.27,14.74,2.07
processed_data/file1_fragments/fragment769.csv,12.30,19.55,4.22,-2.81,0.33,0.30,0.45,9.70,5.06
processed_data/file1_fragments/fragment770.csv,13.67,17.20,1.34,-1.49,0.11,0.47,0.42,7.08,2.17
processed_data/file1_fragments/fragment771.csv,14.30,21.38,1.20,-2.27,0.27,0.49,0.26,10.84,2.06
processed_data/file1_fragments/fragment772.csv,21.50,23.51,1.35,-1.42,0.02,0.47,0.45,8.11,2.77
processed_data/file1_fragments/fragment773.csv,7.99,24.12,3.00,-3.00,0.60,0.20,0.20,11.47,3.84
processed_data/file1_fragments/fragment774.csv,0.08,nan,1.95,-3.90,0.98,0.02,0.01,0.55,0.56
processed_data/file1_fragments/fragment775.csv,2.70,nan,1.57,-0.78,0.27,0.30,0.60,1.91,1.46
processed_data/file1_fragments/fragment776.csv,0.17,nan,1.50,-1.50,0.89,0.12,0.12,0.50,0.80
processed_data/file1_fragments/fragment777.csv,0.59,nan,3.00,-0.75,0.76,0.06,0.25,1.13,0.92
processed_data/file1_fragments/fragment778.csv,19.23,20.72,1.18,-1.24,0.06,0.42,0.41,8.24,1.55
processed_data/file1_fragments/fragment779.csv,18.64,26.12,1.11,-1.52,0.09,0.49,0.36,12.45,1.67
processed_data/file1_fragments/fragment780.csv,8.89,15.37,1.75,-2.00,0.40,0.31,0.27,7.72,2.02
processed_data/file1_fragments/fragment781.csv,22.47,29.92,1.79,-3.27,0.10,0.58,0.32,14.56,3.82
processed_data/file1_fragments/fragment782.csv,16.94,25.05,1.30,-1.73,0.25,0.41,0.31,13.50,1.68
processed_data/file1_fragments/fragment783.csv,0.02,nan,0.10,-0.10,0.83,0.20,0.20,0.04,0.07
processed_data/file1_fragments/fragment784.csv,17.55,22.94,1.31,-2.75,0.15,0.56,0.27,11.11,2.36
processed_data/file1_fragments/fragment785.csv,1.09,nan,1.77,-2.37,0.76,0.17,0.12,2.13,1.27
processed_data/file1_fragments/fragment786.csv,0.24,nan,2.10,-1.40,0.91,0.05,0.07,0.85,0.59
processed_data/file1_fragments/fragment787.csv,1.05,nan,1.03,-0.78,0.58,0.17,0.22,1.33,0.67
processed_data/file1_fragments/fragment788.csv,12.42,20.29,1.93,-3.86,0.20,0.58,0.29,9.94,3.20
processed_data/file1_fragments/fragment789.csv,29.30,32.19,1.01,-1.08,0.06,0.43,0.40,12.81,1.44
processed_data/file1_fragments/fragment790.csv,8.73,23.49,1.23,-1.42,0.59,0.21,0.18,11.81,1.20
processed_data/file1_fragments/fragment791.csv,21.31,27.74,1.25,-1.55,0.19,0.43,0.35,13.89,1.59
processed_data/file1_fragments/fragment792.csv,11.80,17.79,1.28,-1.83,0.24,0.41,0.29,8.22,1.70
processed_data/file1_fragments/fragment793.csv,5.77,12.85,1.00,-1.24,0.29,0.41,0.33,5.32,1.15
processed_data/file1_fragments/fragment794.csv,9.64,15.26,1.17,-1.51,0.34,0.35,0.27,7.45,1.87
processed_data/file1_fragments/fragment795.csv,3.97,10.43,1.11,-1.30,0.42,0.33,0.29,3.98,1.24
processed_data/file1_fragments/fragment796.csv,12.91,15.58,2.17,-1.77,0.09,0.39,0.48,5.48,3.01
processed_data/file1_fragments/fragment797.csv,14.04,20.48,2.05,-1.81,0.21,0.39,0.45,10.47,2.21
processed_data/file1_fragments/fragment798.csv,1.69,10.70,2.22,-2.77,0.78,0.14,0.11,3.50,1.54
processed_data/file1_fragments/fragment799.csv,18.67,21.84,1.48,-1.64,0.11,0.46,0.41,8.25,1.95
processed_data/file1_fragments/fragment800.csv,23.20,29.44,1.13,-2.47,0.16,0.57,0.26,13.69,2.36
processed_data/file1_fragments/fragment801.csv,23.08,31.18,1.07,-1.66,0.25,0.44,0.28,14.93,1.58
processed_data/file1_fragments/fragment802.csv,0.03,nan,0.10,-0.10,0.75,0.33,0.33,0.05,0.10
processed_data/file1_fragments/fragment803.csv,10.80,24.69,1.54,-1.88,0.52,0.27,0.22,12.84,1.70
processed_data/file1_fragments/fragment804.csv,2.54,nan,3.30,-1.24,0.63,0.10,0.28,3.65,1.52
processed_data/file1_fragments/fragment805.csv,4.83,11.07,1.40,-1.29,0.33,0.29,0.32,4.08,1.29
processed_data/file1_fragments/fragment806.csv,16.46,23.51,2.07,-1.62,0.09,0.40,0.51,10.96,2.24
processed_data/file1_fragments/fragment807.csv,28.29,29.68,1.17,-1.40,0.02,0.53,0.44,10.36,2.14
processed_data/file1_fragments/fragment808.csv,22.20,27.16,1.26,-1.86,0.09,0.51,0.34,12.63,1.93
processed_data/file1_fragments/fragment809.csv,37.96,42.34,0.90,-1.25,0.10,0.47,0.34,16.46,1.63
processed_data/file1_fragments/fragment810.csv,21.54,35.34,1.43,-1.61,0.35,0.35,0.31,19.29,1.67
processed_data/file1_fragments/fragment811.csv,28.58,39.83,1.11,-1.38,0.23,0.40,0.32,20.63,2.40
processed_data/file1_fragments/fragment812.csv,23.36,26.46,1.41,-1.30,0.04,0.45,0.49,10.67,1.89
processed_data/file1_fragments/fragment813.csv,18.41,20.05,1.61,-1.57,0.04,0.46,0.48,7.10,3.62
processed_data/file1_fragments/fragment814.csv,0.63,nan,2.50,-2.50,0.88,0.07,0.07,1.84,1.07
processed_data/file1_fragments/fragment815.csv,22.42,25.81,2.35,-1.79,0.06,0.41,0.54,10.98,3.72
processed_data/file1_fragments/fragment816.csv,23.60,29.41,1.33,-1.90,0.16,0.48,0.33,13.66,2.27
processed_data/file1_fragments/fragment817.csv,0.84,nan,2.70,-2.70,0.80,0.14,0.14,1.80,1.61
processed_data/file1_fragments/fragment818.csv,26.48,32.43,1.35,-1.70,0.11,0.49,0.39,15.57,1.78
processed_data/file1_fragments/fragment819.csv,6.01,23.07,3.81,-2.97,0.71,0.14,0.18,10.32,3.52
processed_data/file1_fragments/fragment820.csv,12.21,21.82,3.65,-2.43,0.31,0.29,0.43,11.23,4.68
processed_data/file1_fragments/fragment821.csv,3.36,13.23,2.64,-1.85,0.66,0.15,0.22,5.48,1.61
processed_data/file1_fragments/fragment822.csv,21.56,34.64,1.60,-3.31,0.27,0.50,0.24,18.89,3.57
processed_data/file1_fragments/fragment823.csv,35.50,38.58,1.51,-1.96,0.07,0.47,0.36,13.48,4.09
processed_data/file1_fragments/fragment824.csv,33.21,35.42,1.05,-1.34,0.03,0.51,0.40,11.47,1.69
processed_data/file1_fragments/fragment825.csv,1.09,12.00,2.13,-2.13,0.79,0.11,0.11,2.74,1.20
processed_data/file1_fragments/fragment826.csv,0.77,nan,1.65,-1.10,0.67,0.18,0.27,1.22,0.98
processed_data/file1_fragments/fragment827.csv,0.58,nan,2.10,-1.05,0.67,0.20,0.40,0.93,1.31
processed_data/file1_fragments/fragment828.csv,0.60,nan,3.60,-1.80,0.82,0.10,0.20,1.34,1.57
processed_data/file1_fragments/fragment829.csv,22.00,26.72,1.31,-1.93,0.05,0.55,0.37,13.40,2.34
processed_data/file1_fragments/fragment830.csv,0.09,nan,1.90,-1.90,0.95,0.05,0.05,0.41,0.62
processed_data/file1_fragments/fragment831.csv,32.06,44.08,1.22,-1.83,0.24,0.43,0.29,22.90,1.79
processed_data/file1_fragments/fragment832.csv,26.16,38.36,1.63,-2.02,0.29,0.40,0.33,20.25,2.13
processed_data/file1_fragments/fragment833.csv,43.83,46.72,0.97,-1.23,0.04,0.52,0.41,15.68,1.57
processed_data/file1_fragments/fragment834.csv,3.57,12.80,4.73,-2.37,0.56,0.18,0.35,5.44,3.36
processed_data/file1_fragments/fragment835.csv,37.35,44.45,1.35,-3.00,0.14,0.57,0.26,21.23,3.38
processed_data/file1_fragments/fragment836.csv,29.55,32.34,1.40,-3.06,0.08,0.60,0.28,14.83,2.78
processed_data/file1_fragments/fragment837.csv,25.17,45.88,1.65,-2.74,0.44,0.34,0.20,25.89,2.07
processed_data/file1_fragments/fragment838.csv,23.87,40.55,2.21,-2.13,0.38,0.31,0.32,22.80,2.47
processed_data/file1_fragments/fragment839.csv,38.02,41.79,0.91,-1.33,0.07,0.52,0.35,15.85,1.39
processed_data/file1_fragments/fragment840.csv,9.31,24.73,2.03,-2.03,0.61,0.19,0.19,12.60,1.62
processed_data/file1_fragments/fragment841.csv,6.53,13.65,2.81,-2.01,0.33,0.26,0.36,6.22,2.24
processed_data/file1_fragments/fragment842.csv,11.40,19.60,2.25,-1.75,0.25,0.33,0.42,10.06,3.44
processed_data/file1_fragments/fragment843.csv,0.07,nan,0.25,-0.50,0.82,0.20,0.10,0.17,0.21
processed_data/file1_fragments/fragment844.csv,0.63,nan,0.57,-0.85,0.60,0.33,0.22,0.82,0.75
processed_data/file1_fragments/fragment845.csv,1.22,nan,0.40,-0.67,0.35,0.26,0.16,0.92,0.57
processed_data/file1_fragments/fragment846.csv,1.56,nan,0.34,-0.48,0.18,0.33,0.24,0.78,0.49
