filePath,平均速度,平均行驶速度,平均加速度,平均减速度,怠速时间比,加速时间比,减速时间比,速度标准差,加速度标准差
processed_data/file1_fragments/fragment646.csv,43.28,48.25,1.43,-2.31,0.11,0.57,0.33,19.20,2.65
processed_data/file1_fragments/fragment647.csv,37.77,38.78,1.17,-1.19,0.03,0.49,0.46,10.59,1.63
processed_data/file1_fragments/fragment648.csv,2.48,10.70,3.60,-2.42,0.94,0.19,0.25,3.70,2.59
processed_data/file1_fragments/fragment649.csv,1.84,13.31,2.85,-3.35,0.89,0.10,0.06,4.45,1.52
processed_data/file1_fragments/fragment650.csv,9.13,11.80,2.40,-2.20,0.67,0.60,0.40,2.55,2.55
processed_data/file1_fragments/fragment651.csv,44.12,44.38,1.40,-1.91,0.01,0.54,0.39,14.92,2.28
processed_data/file1_fragments/fragment652.csv,53.90,60.77,1.01,-1.34,0.11,0.49,0.34,25.94,1.57
processed_data/file1_fragments/fragment653.csv,29.79,35.32,1.22,-1.96,0.16,0.52,0.30,16.69,2.12
processed_data/file1_fragments/fragment654.csv,35.33,37.88,2.11,-2.38,0.08,0.54,0.44,14.65,2.66
processed_data/file1_fragments/fragment655.csv,9.93,15.89,1.88,-1.94,0.44,0.42,0.33,7.42,2.24
processed_data/file1_fragments/fragment656.csv,31.69,40.46,1.89,-2.31,0.23,0.55,0.26,19.13,3.28
processed_data/file1_fragments/fragment657.csv,31.01,32.94,1.70,-2.40,0.06,0.59,0.35,11.77,2.59
processed_data/file1_fragments/fragment658.csv,35.67,36.79,1.36,-1.45,0.03,0.48,0.44,11.73,2.01
processed_data/file1_fragments/fragment659.csv,18.07,20.97,1.56,-2.45,0.21,0.65,0.35,7.12,2.22
processed_data/file1_fragments/fragment660.csv,11.28,19.18,1.45,-1.40,0.43,0.36,0.33,9.48,1.73
processed_data/file1_fragments/fragment661.csv,24.12,27.28,1.30,-1.63,0.15,0.57,0.43,9.89,1.94
processed_data/file1_fragments/fragment662.csv,16.08,20.78,1.64,-1.16,0.24,0.36,0.44,9.69,1.81
processed_data/file1_fragments/fragment663.csv,6.95,13.51,1.93,-1.98,0.58,0.44,0.33,6.45,2.80
processed_data/file1_fragments/fragment664.csv,23.35,25.43,1.64,-2.07,0.11,0.57,0.39,8.84,2.28
processed_data/file1_fragments/fragment665.csv,27.95,34.03,1.16,-1.58,0.19,0.47,0.32,15.46,1.86
processed_data/file1_fragments/fragment666.csv,36.48,40.98,1.35,-1.88,0.11,0.52,0.36,16.31,2.09
processed_data/file1_fragments/fragment667.csv,40.27,43.54,2.77,-2.13,0.08,0.40,0.49,17.41,6.20
processed_data/file1_fragments/fragment668.csv,14.55,36.28,1.93,-1.65,0.60,0.21,0.22,19.12,1.47
processed_data/file1_fragments/fragment669.csv,9.44,15.72,2.27,-1.86,0.50,0.47,0.42,7.07,2.35
processed_data/file1_fragments/fragment670.csv,22.90,24.21,1.33,-1.65,0.06,0.52,0.40,9.59,2.04
processed_data/file1_fragments/fragment671.csv,13.07,15.09,2.62,-2.04,0.27,0.50,0.50,4.60,2.66
processed_data/file1_fragments/fragment672.csv,28.51,28.68,1.29,-1.41,0.01,0.50,0.44,9.11,1.79
processed_data/file1_fragments/fragment673.csv,17.44,19.49,1.86,-3.43,0.15,0.58,0.21,6.47,2.78
processed_data/file1_fragments/fragment674.csv,15.98,22.45,0.72,-1.07,0.40,0.59,0.32,8.87,1.22
processed_data/file1_fragments/fragment675.csv,13.75,19.95,1.10,-1.47,0.33,0.41,0.29,9.25,1.49
processed_data/file1_fragments/fragment676.csv,3.17,11.85,1.24,-1.70,0.94,0.32,0.20,3.76,1.26
processed_data/file1_fragments/fragment677.csv,16.62,17.04,1.15,-1.92,0.05,0.58,0.31,3.34,1.91
processed_data/file1_fragments/fragment678.csv,28.59,32.80,2.66,-1.74,0.14,0.38,0.54,13.85,3.78
processed_data/file1_fragments/fragment679.csv,16.10,26.30,1.56,-2.98,0.40,0.44,0.21,14.08,2.16
processed_data/file1_fragments/fragment680.csv,25.21,29.83,1.45,-1.64,0.17,0.48,0.41,13.68,1.97
processed_data/file1_fragments/fragment681.csv,16.45,33.32,1.64,-2.19,0.51,0.31,0.20,18.26,1.85
processed_data/file1_fragments/fragment682.csv,25.49,34.20,1.29,-2.67,0.26,0.53,0.19,17.29,2.17
processed_data/file1_fragments/fragment683.csv,8.27,14.54,1.78,-2.18,0.65,0.58,0.42,5.31,2.70
processed_data/file1_fragments/fragment684.csv,9.36,11.77,1.85,-0.70,0.40,0.44,0.33,3.24,1.51
processed_data/file1_fragments/fragment685.csv,7.28,26.80,2.06,-2.68,0.74,0.16,0.11,12.48,1.65
processed_data/file1_fragments/fragment686.csv,17.66,17.89,1.36,-1.31,0.03,0.48,0.45,2.89,1.69
processed_data/file1_fragments/fragment687.csv,2.52,11.65,3.45,-2.20,0.92,0.16,0.20,4.05,2.07
processed_data/file1_fragments/fragment688.csv,11.49,12.64,0.98,-2.05,0.38,0.71,0.29,2.05,1.86
processed_data/file1_fragments/fragment689.csv,6.05,15.97,2.09,-2.42,0.79,0.44,0.28,6.27,2.62
processed_data/file1_fragments/fragment690.csv,17.22,19.41,1.19,-1.71,0.17,0.70,0.30,5.84,1.93
processed_data/file1_fragments/fragment691.csv,15.03,19.30,1.77,-0.87,0.38,0.67,0.33,6.00,2.16
processed_data/file1_fragments/fragment692.csv,19.97,31.06,1.19,-1.90,0.36,0.39,0.22,16.44,1.79
processed_data/file1_fragments/fragment693.csv,14.77,28.15,1.14,-1.86,0.50,0.41,0.23,15.35,1.53
processed_data/file1_fragments/fragment694.csv,2.50,17.08,3.14,-3.03,0.87,0.10,0.09,6.00,1.68
processed_data/file1_fragments/fragment695.csv,13.76,22.90,2.06,-1.66,0.48,0.42,0.44,10.30,2.40
processed_data/file1_fragments/fragment696.csv,19.37,21.04,1.20,-1.11,0.08,0.47,0.44,6.90,1.65
processed_data/file1_fragments/fragment697.csv,10.26,13.80,4.64,-2.62,0.31,0.33,0.53,6.30,5.99
processed_data/file1_fragments/fragment698.csv,9.35,10.88,0.82,-0.25,0.55,0.50,0.40,1.63,0.62
processed_data/file1_fragments/fragment699.csv,14.78,15.03,1.30,-1.26,0.05,0.50,0.45,2.44,1.42
processed_data/file1_fragments/fragment700.csv,13.51,14.03,0.92,-0.81,0.08,0.43,0.45,2.29,1.05
processed_data/file1_fragments/fragment701.csv,3.43,14.04,1.93,-1.07,0.85,0.16,0.21,5.34,1.39
processed_data/file1_fragments/fragment702.csv,23.83,24.07,1.51,-1.37,0.02,0.47,0.45,5.55,1.90
processed_data/file1_fragments/fragment703.csv,37.25,40.08,3.69,-1.82,0.07,0.34,0.64,14.35,7.11
processed_data/file1_fragments/fragment704.csv,18.47,30.98,2.16,-2.97,0.42,0.43,0.26,16.52,2.62
processed_data/file1_fragments/fragment705.csv,4.20,17.14,2.36,-1.97,0.79,0.16,0.15,7.25,1.55
processed_data/file1_fragments/fragment706.csv,25.94,45.80,1.47,-1.36,0.44,0.30,0.30,24.72,1.71
processed_data/file1_fragments/fragment707.csv,29.58,40.55,1.66,-1.59,0.29,0.41,0.41,19.55,3.80
processed_data/file1_fragments/fragment708.csv,34.15,37.87,1.28,-2.25,0.10,0.62,0.32,14.95,2.59
processed_data/file1_fragments/fragment709.csv,55.04,62.68,1.17,-1.22,0.12,0.43,0.41,27.67,1.75
processed_data/file1_fragments/fragment710.csv,9.44,13.07,0.95,-1.08,0.69,0.56,0.44,3.07,1.28
processed_data/file1_fragments/fragment711.csv,13.16,15.01,1.92,-1.78,0.30,0.56,0.44,3.59,2.22
processed_data/file1_fragments/fragment712.csv,8.83,12.67,1.57,-1.50,0.53,0.50,0.36,4.11,1.62
processed_data/file1_fragments/fragment713.csv,11.57,16.73,0.96,-2.10,0.52,0.72,0.25,5.97,1.98
processed_data/file1_fragments/fragment714.csv,10.27,14.13,1.43,-1.27,0.67,0.53,0.41,3.25,1.68
processed_data/file1_fragments/fragment715.csv,4.40,10.50,1.54,-3.00,0.82,0.70,0.30,4.43,3.18
processed_data/file1_fragments/fragment716.csv,17.21,26.78,1.49,-1.12,0.42,0.39,0.47,13.66,2.08
processed_data/file1_fragments/fragment717.csv,21.06,21.89,1.31,-1.79,0.06,0.58,0.40,5.47,2.05
processed_data/file1_fragments/fragment718.csv,24.31,24.46,1.28,-2.11,0.01,0.54,0.33,9.68,2.22
processed_data/file1_fragments/fragment719.csv,20.85,24.26,1.51,-1.61,0.20,0.50,0.42,9.67,2.12
processed_data/file1_fragments/fragment720.csv,3.12,11.83,3.30,-1.98,0.87,0.18,0.23,4.57,2.40
processed_data/file1_fragments/fragment721.csv,10.20,11.13,0.88,0.0,0.40,1.00,0.00,1.47,0.33
processed_data/file1_fragments/fragment722.csv,5.61,13.29,1.28,-1.35,0.80,0.44,0.36,4.71,1.54
processed_data/file1_fragments/fragment723.csv,9.08,10.60,0.90,-0.97,0.67,0.62,0.38,1.53,1.14
processed_data/file1_fragments/fragment724.csv,4.27,17.23,2.76,-1.08,0.79,0.09,0.22,7.14,1.94
processed_data/file1_fragments/fragment725.csv,10.53,19.09,1.30,-1.89,0.50,0.45,0.29,9.26,1.80
processed_data/file1_fragments/fragment726.csv,51.60,55.23,1.22,-1.17,0.07,0.46,0.46,21.83,2.14
processed_data/file1_fragments/fragment727.csv,46.49,48.37,0.84,-0.62,0.04,0.47,0.40,13.74,1.50
processed_data/file1_fragments/fragment728.csv,2.76,18.19,1.03,-1.60,0.86,0.12,0.04,6.56,0.60
processed_data/file1_fragments/fragment729.csv,28.32,40.87,0.85,-1.39,0.31,0.41,0.24,20.39,1.21
processed_data/file1_fragments/fragment730.csv,5.90,17.15,1.17,-2.93,0.73,0.45,0.13,7.72,1.57
processed_data/file1_fragments/fragment731.csv,3.46,17.00,2.08,-2.22,0.81,0.14,0.09,6.92,1.45
processed_data/file1_fragments/fragment732.csv,36.73,39.58,1.31,-1.56,0.08,0.78,0.19,15.82,1.82
processed_data/file1_fragments/fragment733.csv,44.19,47.68,0.84,-1.14,0.07,0.52,0.36,16.40,1.33
processed_data/file1_fragments/fragment734.csv,7.11,10.90,1.19,-1.24,0.64,0.62,0.38,3.36,1.41
processed_data/file1_fragments/fragment735.csv,27.67,28.20,1.93,-1.44,0.03,0.42,0.55,9.98,3.29
processed_data/file1_fragments/fragment736.csv,2.99,11.04,1.24,-0.83,0.89,0.18,0.26,4.02,0.90
processed_data/file1_fragments/fragment737.csv,8.13,10.60,0.52,-0.53,0.89,0.49,0.41,1.16,0.60
processed_data/file1_fragments/fragment738.csv,8.26,10.00,1.40,-0.28,0.82,0.20,0.60,0.93,0.90
processed_data/file1_fragments/fragment739.csv,8.86,11.56,0.67,-0.65,0.58,0.50,0.47,2.93,0.84
processed_data/file1_fragments/fragment740.csv,3.05,10.66,1.65,-0.87,0.88,0.20,0.37,3.95,1.47
processed_data/file1_fragments/fragment741.csv,54.75,60.02,1.17,-1.31,0.09,0.49,0.42,22.03,2.74
processed_data/file1_fragments/fragment742.csv,45.58,50.62,1.10,-1.23,0.10,0.47,0.41,19.36,1.58
processed_data/file1_fragments/fragment743.csv,21.97,41.93,2.18,-2.27,0.50,0.36,0.33,22.76,2.35
processed_data/file1_fragments/fragment744.csv,23.39,26.76,2.03,-4.76,0.18,0.76,0.24,11.38,4.13
processed_data/file1_fragments/fragment745.csv,27.03,41.67,1.22,-1.63,0.35,0.36,0.24,22.62,1.56
processed_data/file1_fragments/fragment746.csv,30.75,31.64,0.97,-1.58,0.04,0.61,0.34,10.52,1.69
processed_data/file1_fragments/fragment747.csv,23.14,25.69,1.83,-3.26,0.14,0.75,0.25,9.40,3.03
processed_data/file1_fragments/fragment748.csv,24.26,26.96,2.07,-1.70,0.11,0.44,0.50,9.85,4.15
processed_data/file1_fragments/fragment749.csv,6.17,15.20,1.46,-1.21,0.62,0.24,0.21,7.41,1.23
processed_data/file1_fragments/fragment750.csv,21.71,23.14,1.49,-1.84,0.07,0.54,0.41,8.61,2.20
processed_data/file1_fragments/fragment751.csv,6.99,30.76,1.60,-2.03,0.78,0.14,0.10,13.39,1.22
processed_data/file1_fragments/fragment752.csv,28.18,31.68,2.06,-2.60,0.11,0.56,0.35,12.47,3.46
processed_data/file1_fragments/fragment753.csv,21.50,31.87,1.72,-1.65,0.33,0.36,0.33,15.84,1.85
processed_data/file1_fragments/fragment754.csv,40.01,44.21,1.22,-1.70,0.10,0.51,0.35,15.18,1.86
processed_data/file1_fragments/fragment755.csv,21.93,24.16,1.17,-1.95,0.15,0.64,0.33,8.61,1.98
processed_data/file1_fragments/fragment756.csv,16.86,25.23,2.21,-1.96,0.35,0.36,0.36,12.61,2.63
processed_data/file1_fragments/fragment757.csv,11.73,12.61,2.45,-1.33,0.27,0.40,0.60,2.01,2.18
processed_data/file1_fragments/fragment758.csv,11.17,13.15,4.20,-0.50,0.50,0.33,0.33,2.29,2.58
processed_data/file1_fragments/fragment759.csv,19.55,22.29,1.77,-1.84,0.13,0.51,0.43,9.23,3.91
processed_data/file1_fragments/fragment760.csv,31.08,33.29,0.93,-1.45,0.07,0.54,0.33,10.99,2.36
processed_data/file1_fragments/fragment761.csv,7.11,19.33,1.15,-1.62,0.70,0.36,0.19,8.78,1.22
processed_data/file1_fragments/fragment762.csv,22.63,24.01,1.11,-2.09,0.09,0.65,0.29,6.69,2.07
processed_data/file1_fragments/fragment763.csv,11.84,24.02,1.43,-2.70,0.52,0.37,0.16,12.60,1.89
processed_data/file1_fragments/fragment764.csv,37.28,38.23,0.95,-1.33,0.03,0.56,0.35,11.08,1.45
processed_data/file1_fragments/fragment765.csv,18.20,19.24,1.66,-1.52,0.09,0.49,0.49,5.01,2.03
processed_data/file1_fragments/fragment766.csv,20.69,21.14,1.70,-1.55,0.03,0.52,0.45,4.79,1.98
processed_data/file1_fragments/fragment767.csv,6.13,18.57,1.70,-1.64,0.71,0.23,0.23,8.53,1.52
processed_data/file1_fragments/fragment768.csv,20.51,30.81,2.24,-2.39,0.35,0.39,0.33,16.31,2.43
processed_data/file1_fragments/fragment769.csv,19.02,26.05,1.60,-2.25,0.29,0.48,0.32,12.36,2.35
processed_data/file1_fragments/fragment770.csv,23.83,24.47,1.43,-1.78,0.04,0.56,0.42,10.17,2.44
processed_data/file1_fragments/fragment771.csv,24.35,26.25,1.73,-1.70,0.10,0.47,0.42,7.94,2.08
processed_data/file1_fragments/fragment772.csv,23.57,26.58,1.25,-1.36,0.12,0.48,0.43,10.75,1.88
processed_data/file1_fragments/fragment773.csv,29.66,30.79,1.73,-2.50,0.04,0.54,0.37,10.65,4.18
processed_data/file1_fragments/fragment774.csv,10.21,13.45,3.12,-1.28,0.31,0.33,0.60,5.54,3.00
processed_data/file1_fragments/fragment775.csv,25.17,25.43,1.28,-1.89,0.02,0.58,0.37,7.64,1.97
processed_data/file1_fragments/fragment776.csv,14.64,19.63,2.21,-1.02,0.26,0.33,0.48,9.11,2.15
processed_data/file1_fragments/fragment777.csv,2.95,14.22,1.36,-0.96,0.83,0.16,0.19,5.32,0.96
processed_data/file1_fragments/fragment778.csv,12.95,13.27,1.64,-2.10,0.08,0.58,0.42,2.55,2.23
processed_data/file1_fragments/fragment779.csv,25.04,26.09,1.16,-1.46,0.04,0.54,0.41,9.63,1.72
processed_data/file1_fragments/fragment780.csv,12.98,20.22,0.96,-0.91,0.38,0.32,0.32,9.78,0.99
processed_data/file1_fragments/fragment781.csv,30.34,32.34,2.26,-1.44,0.07,0.42,0.50,8.95,4.37
processed_data/file1_fragments/fragment782.csv,11.12,26.61,1.91,-1.85,0.59,0.25,0.20,13.97,1.69
processed_data/file1_fragments/fragment783.csv,18.99,22.55,2.12,-2.29,0.16,0.67,0.33,9.74,3.04
processed_data/file1_fragments/fragment784.csv,31.53,32.15,1.29,-1.50,0.03,0.54,0.40,7.56,1.72
processed_data/file1_fragments/fragment785.csv,18.69,21.68,1.56,-2.15,0.15,0.56,0.37,8.92,2.32
processed_data/file1_fragments/fragment786.csv,16.69,21.60,1.49,-1.44,0.25,0.45,0.42,10.33,1.77
processed_data/file1_fragments/fragment787.csv,9.62,16.42,1.97,-1.56,0.42,0.38,0.25,8.35,1.88
processed_data/file1_fragments/fragment788.csv,10.60,15.76,1.70,-1.69,0.38,0.43,0.36,7.36,2.15
processed_data/file1_fragments/fragment789.csv,16.10,20.78,2.99,-1.64,0.31,0.36,0.64,7.86,4.35
processed_data/file1_fragments/fragment790.csv,10.13,11.20,1.60,0.0,0.67,0.50,0.00,0.92,1.13
processed_data/file1_fragments/fragment791.csv,9.55,12.00,1.42,-2.30,0.50,0.67,0.33,2.95,2.03
processed_data/file1_fragments/fragment792.csv,19.30,20.24,1.55,-1.20,0.07,0.46,0.51,6.42,1.69
processed_data/file1_fragments/fragment793.csv,9.29,21.56,2.33,-1.80,0.59,0.25,0.30,11.07,1.80
processed_data/file1_fragments/fragment794.csv,16.21,18.58,2.17,-1.97,0.15,0.49,0.49,7.26,3.03
processed_data/file1_fragments/fragment795.csv,17.45,19.02,1.57,-2.04,0.14,0.56,0.39,5.98,1.99
processed_data/file1_fragments/fragment796.csv,2.75,26.38,7.35,-1.36,0.90,0.03,0.10,7.88,2.37
processed_data/file1_fragments/fragment797.csv,25.15,25.78,1.42,-1.36,0.04,0.46,0.44,7.98,1.70
processed_data/file1_fragments/fragment798.csv,11.33,26.31,1.74,-1.13,0.58,0.19,0.28,13.93,1.20
processed_data/file1_fragments/fragment799.csv,23.58,27.11,1.65,-1.41,0.14,0.41,0.46,11.65,2.02
processed_data/file1_fragments/fragment800.csv,11.36,13.92,1.40,-1.33,0.41,0.50,0.44,3.91,1.83
processed_data/file1_fragments/fragment801.csv,2.56,14.73,2.40,-1.37,0.89,0.13,0.20,4.87,1.48
processed_data/file1_fragments/fragment802.csv,14.95,19.60,1.46,-0.94,0.33,0.41,0.56,7.51,1.67
processed_data/file1_fragments/fragment803.csv,25.61,28.92,3.10,-1.57,0.13,0.32,0.58,10.44,4.40
processed_data/file1_fragments/fragment804.csv,10.20,11.03,0.77,-0.40,0.43,0.50,0.33,1.05,0.91
processed_data/file1_fragments/fragment805.csv,3.48,11.90,1.87,-1.04,0.89,0.25,0.42,3.95,1.43
processed_data/file1_fragments/fragment806.csv,5.49,20.37,1.22,-1.15,0.78,0.24,0.25,8.41,1.12
processed_data/file1_fragments/fragment807.csv,20.74,21.36,1.19,-1.30,0.05,0.49,0.41,3.93,1.84
processed_data/file1_fragments/fragment808.csv,5.67,21.50,21.50,-1.08,0.92,0.09,0.82,5.78,6.80
processed_data/file1_fragments/fragment809.csv,6.86,17.60,3.86,-1.67,0.61,0.16,0.24,8.96,3.50
processed_data/file1_fragments/fragment810.csv,5.39,20.98,1.52,-1.07,0.76,0.13,0.18,9.32,0.84
processed_data/file1_fragments/fragment811.csv,20.80,24.26,1.17,-1.23,0.18,0.49,0.46,9.79,1.56
processed_data/file1_fragments/fragment812.csv,16.00,21.65,1.21,-0.91,0.28,0.38,0.40,9.85,1.31
processed_data/file1_fragments/fragment813.csv,17.53,28.10,1.54,-1.65,0.38,0.35,0.26,14.62,1.73
processed_data/file1_fragments/fragment814.csv,10.21,15.97,4.80,-2.31,0.40,0.29,0.50,7.74,5.47
processed_data/file1_fragments/fragment815.csv,19.92,27.91,3.17,-2.47,0.31,0.44,0.44,13.05,5.98
processed_data/file1_fragments/fragment816.csv,5.43,14.32,3.12,-1.33,0.78,0.29,0.41,5.62,2.14
processed_data/file1_fragments/fragment817.csv,18.12,24.17,1.65,-2.78,0.29,0.53,0.26,11.01,2.59
processed_data/file1_fragments/fragment818.csv,4.37,12.41,2.09,-1.49,0.71,0.17,0.17,5.73,1.70
processed_data/file1_fragments/fragment819.csv,22.78,24.28,0.94,-1.05,0.09,0.51,0.43,7.29,1.24
processed_data/file1_fragments/fragment820.csv,6.10,10.20,2.55,-3.65,0.70,0.44,0.22,4.10,2.72
processed_data/file1_fragments/fragment821.csv,10.45,11.49,0.64,-0.68,0.35,0.62,0.25,1.91,0.76
processed_data/file1_fragments/fragment822.csv,10.60,15.04,1.37,-1.54,0.35,0.68,0.26,6.67,2.53
processed_data/file1_fragments/fragment823.csv,5.85,10.73,1.11,-1.20,0.75,0.73,0.18,3.21,1.42
processed_data/file1_fragments/fragment824.csv,14.43,15.62,1.41,-1.52,0.15,0.58,0.42,3.75,1.97
processed_data/file1_fragments/fragment825.csv,18.46,18.88,1.13,-0.92,0.04,0.42,0.50,3.70,1.29
processed_data/file1_fragments/fragment826.csv,9.06,10.37,0.56,-0.80,0.36,0.59,0.30,2.08,0.79
processed_data/file1_fragments/fragment827.csv,15.42,16.37,0.99,-0.82,0.10,0.42,0.48,3.54,1.33
processed_data/file1_fragments/fragment828.csv,9.04,11.39,1.63,-1.73,0.43,0.46,0.31,3.22,2.02
processed_data/file1_fragments/fragment829.csv,10.97,11.28,0.93,-1.10,0.17,0.60,0.40,1.21,1.38
processed_data/file1_fragments/fragment830.csv,15.39,20.23,2.50,-2.43,0.27,0.39,0.39,9.22,3.28
processed_data/file1_fragments/fragment831.csv,17.03,19.08,1.55,-0.84,0.11,0.35,0.54,7.53,1.67
processed_data/file1_fragments/fragment832.csv,5.03,19.81,1.72,-1.80,0.77,0.16,0.13,8.61,1.33
processed_data/file1_fragments/fragment833.csv,26.06,27.22,1.41,-1.48,0.06,0.50,0.40,7.67,1.72
processed_data/file1_fragments/fragment834.csv,5.96,23.44,1.86,-3.10,0.76,0.26,0.04,10.54,1.34
processed_data/file1_fragments/fragment835.csv,10.68,30.57,1.25,-1.89,0.65,0.23,0.12,16.21,1.23
processed_data/file1_fragments/fragment836.csv,29.07,31.37,1.31,-1.23,0.10,0.72,0.23,10.74,1.57
processed_data/file1_fragments/fragment837.csv,29.97,32.25,1.12,-1.37,0.07,0.53,0.36,12.74,1.69
processed_data/file1_fragments/fragment838.csv,1.93,13.52,2.37,-1.55,0.93,0.12,0.15,3.88,1.43
processed_data/file1_fragments/fragment839.csv,8.81,12.20,1.43,-1.01,0.53,0.50,0.50,3.60,1.48
processed_data/file1_fragments/fragment840.csv,27.99,42.45,0.98,-1.30,0.35,0.41,0.30,22.91,1.41
processed_data/file1_fragments/fragment841.csv,24.03,25.58,1.20,-1.87,0.08,0.58,0.35,8.86,1.96
processed_data/file1_fragments/fragment842.csv,12.46,25.02,1.12,-1.67,0.52,0.34,0.22,12.83,1.56
processed_data/file1_fragments/fragment843.csv,29.86,31.55,1.09,-1.17,0.07,0.55,0.41,9.06,2.10
processed_data/file1_fragments/fragment844.csv,30.07,38.24,1.31,-1.56,0.21,0.42,0.35,17.75,1.85
processed_data/file1_fragments/fragment845.csv,36.17,48.47,1.48,-1.20,0.26,0.51,0.29,24.11,2.72
processed_data/file1_fragments/fragment846.csv,23.89,29.66,1.36,-1.42,0.20,0.42,0.34,13.51,1.58
processed_data/file1_fragments/fragment847.csv,10.53,11.99,1.64,-1.18,0.33,0.45,0.45,2.46,1.61
processed_data/file1_fragments/fragment848.csv,2.40,10.70,5.60,-3.10,0.82,0.12,0.19,4.46,3.46
processed_data/file1_fragments/fragment849.csv,9.09,12.87,1.71,-1.55,0.36,0.31,0.31,5.62,1.87
processed_data/file1_fragments/fragment850.csv,14.88,28.62,2.29,-2.93,0.49,0.40,0.17,15.60,2.93
processed_data/file1_fragments/fragment851.csv,6.31,13.80,1.58,-1.53,0.72,0.33,0.29,5.88,1.70
processed_data/file1_fragments/fragment852.csv,6.81,19.28,1.15,-1.65,0.65,0.21,0.14,9.42,1.23
processed_data/file1_fragments/fragment853.csv,17.11,25.24,1.44,-1.54,0.35,0.48,0.34,12.27,2.05
processed_data/file1_fragments/fragment854.csv,7.57,15.24,3.80,-1.76,0.54,0.22,0.39,7.75,2.81
processed_data/file1_fragments/fragment855.csv,14.39,16.99,1.11,-1.41,0.22,0.50,0.38,6.05,1.73
processed_data/file1_fragments/fragment856.csv,12.42,15.90,1.49,-4.27,0.40,0.79,0.21,5.54,2.86
processed_data/file1_fragments/fragment857.csv,24.43,26.98,2.00,-1.50,0.10,0.45,0.43,11.04,2.30
processed_data/file1_fragments/fragment858.csv,5.75,11.44,1.67,-2.42,0.76,0.40,0.25,4.92,2.51
processed_data/file1_fragments/fragment859.csv,8.01,10.30,1.30,-1.07,0.62,0.57,0.43,2.12,1.58
processed_data/file1_fragments/fragment860.csv,16.70,19.13,1.10,-1.68,0.14,0.62,0.26,7.40,2.27
processed_data/file1_fragments/fragment861.csv,21.71,25.81,1.34,-2.04,0.17,0.56,0.35,13.74,2.14
processed_data/file1_fragments/fragment862.csv,18.71,18.97,1.12,-1.56,0.03,0.62,0.38,4.44,1.65
processed_data/file1_fragments/fragment863.csv,10.84,23.52,1.99,-1.58,0.58,0.31,0.38,11.82,1.80
processed_data/file1_fragments/fragment864.csv,33.46,34.97,0.86,-1.69,0.06,0.62,0.27,10.32,1.68
processed_data/file1_fragments/fragment865.csv,18.08,25.14,1.46,-4.15,0.29,0.54,0.18,13.90,4.22
processed_data/file1_fragments/fragment866.csv,18.70,25.26,1.42,-1.40,0.26,0.37,0.35,12.92,1.61
processed_data/file1_fragments/fragment867.csv,16.72,20.13,1.21,-1.15,0.22,0.47,0.46,7.09,1.50
processed_data/file1_fragments/fragment868.csv,23.58,29.48,1.45,-2.13,0.21,0.52,0.32,14.45,2.18
processed_data/file1_fragments/fragment869.csv,25.17,31.05,1.24,-1.74,0.23,0.56,0.36,13.25,2.05
processed_data/file1_fragments/fragment870.csv,12.33,16.92,1.81,-1.71,0.40,0.53,0.42,6.39,2.18
processed_data/file1_fragments/fragment871.csv,8.61,27.73,1.67,-2.40,0.71,0.22,0.15,13.21,1.58
processed_data/file1_fragments/fragment872.csv,5.66,14.24,2.46,-1.26,0.64,0.15,0.29,6.91,1.61
processed_data/file1_fragments/fragment873.csv,2.50,13.62,1.62,-1.21,0.87,0.14,0.17,4.78,1.10
processed_data/file1_fragments/fragment874.csv,21.11,26.08,1.53,-1.59,0.19,0.43,0.38,12.60,1.89
processed_data/file1_fragments/fragment875.csv,4.59,12.01,1.07,-1.69,0.80,0.38,0.21,4.82,1.43
processed_data/file1_fragments/fragment876.csv,1.69,10.80,1.08,-1.90,0.98,0.25,0.12,3.37,1.46
processed_data/file1_fragments/fragment877.csv,10.37,15.87,1.50,-0.95,0.57,0.41,0.56,5.29,1.47
processed_data/file1_fragments/fragment878.csv,11.71,17.05,9.40,-1.99,0.38,0.17,0.67,7.64,5.97
processed_data/file1_fragments/fragment879.csv,3.72,17.17,1.35,-1.37,0.81,0.21,0.16,6.80,1.19
processed_data/file1_fragments/fragment880.csv,16.07,18.42,1.43,-1.91,0.20,0.57,0.38,5.95,1.98
processed_data/file1_fragments/fragment881.csv,2.91,23.60,2.36,-2.73,0.95,0.53,0.16,5.36,4.79
processed_data/file1_fragments/fragment882.csv,16.04,21.94,1.31,-1.67,0.37,0.57,0.38,9.60,2.00
processed_data/file1_fragments/fragment883.csv,12.58,16.38,1.53,-2.30,0.38,0.83,0.08,5.75,1.38
processed_data/file1_fragments/fragment884.csv,2.11,10.50,1.03,-0.98,0.98,0.27,0.09,3.11,0.70
processed_data/file1_fragments/fragment885.csv,12.63,15.43,0.74,-1.06,0.34,0.60,0.38,4.63,1.10
processed_data/file1_fragments/fragment886.csv,7.96,10.30,2.05,-0.66,0.88,0.29,0.71,1.41,1.39
processed_data/file1_fragments/fragment887.csv,12.99,22.97,1.42,-1.98,0.44,0.34,0.20,13.54,1.79
processed_data/file1_fragments/fragment888.csv,21.72,30.57,1.36,-3.47,0.30,0.55,0.18,15.17,2.15
processed_data/file1_fragments/fragment889.csv,18.12,22.44,1.28,-0.97,0.24,0.55,0.40,8.50,1.43
